title,publication_date,year,language,type,platform,local_url,original_url
裁判闘争と伊達判決（Court Battles and Date Judgment　日本語版）　,2022-03-27T19:32:10+09:00,2022,ja,guide,Ameblo,https://sunagawa-heiwa-archive.github.io/articles/ameblo-12734195786.html,https://ameblo.jp/2021fukuoka-ameba/entry-12734195786.html
About Court Battles and “Date Judgement”,2022-03-25T11:25:04+09:00,2022,en,guide,Ameblo,https://sunagawa-heiwa-archive.github.io/articles/ameblo-12733764066.html,https://ameblo.jp/2021fukuoka-ameba/entry-12733764066.html
About Sunagawa-Toso (Struggle),2022-03-20T13:18:01+09:00,2022,en,guide,Ameblo,https://sunagawa-heiwa-archive.github.io/articles/ameblo-12732894549.html,https://ameblo.jp/2021fukuoka-ameba/entry-12732894549.html
「砂川闘争」について（About Sunagawa Toso　日本語版）,2022-03-20T14:25:11+09:00,2022,ja,guide,Ameblo,https://sunagawa-heiwa-archive.github.io/articles/ameblo-12732903462.html,https://ameblo.jp/2021fukuoka-ameba/entry-12732903462.html
砂川について（About Sunagawa 日本語版）,2022-03-16T00:28:22+09:00,2022,ja,guide,Ameblo,https://sunagawa-heiwa-archive.github.io/articles/ameblo-12732125839.html,https://ameblo.jp/2021fukuoka-ameba/entry-12732125839.html
ブログ開設,2022-03-12T17:28:34+09:00,2022,ja,record,Ameblo,https://sunagawa-heiwa-archive.github.io/articles/ameblo-12731518387.html,https://ameblo.jp/2021fukuoka-ameba/entry-12731518387.html
About Sunagawa,2022-03-12T18:08:08+09:00,2022,en,guide,Ameblo,https://sunagawa-heiwa-archive.github.io/articles/ameblo-12731524742.html,https://ameblo.jp/2021fukuoka-ameba/entry-12731524742.html
２０２０．新春,2020-01-15T00:00:00+00:00,2020,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-107.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-107.html
2018.11.4　第4回砂川の大地から　とどけ平和の声開催,2018-10-10T00:00:00+00:00,2018,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-105.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-105.html
砂川の大地から　とどけ平和の声 ―立川基地滑走路延長計画中止から50年　 元拡張予定地は今―,2018-10-10T00:00:00+00:00,2018,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-106.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-106.html
ひろば食堂　「ふらっと」・無料塾「ふらっと教室」開設,2018-08-31T00:00:00+00:00,2018,ja,community,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-104.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-104.html
砂川闘争の現地を歩く2018  「国営昭和記念公園」を歩くを終えて,2018-06-08T00:00:00+00:00,2018,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-103.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-103.html
砂川闘争の現地を歩く2018  「国営昭和記念公園」を歩く実施について,2018-05-18T00:00:00+00:00,2018,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-102.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-102.html
砂川闘争の現地を歩く2018  「国営昭和記念公園」を歩く,2018-04-22T00:00:00+00:00,2018,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-101.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-101.html
砂川平和ひろば開き,2018-02-04T00:00:00+00:00,2018,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-100.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-100.html
2018年を迎えて,2018-01-05T00:00:00+00:00,2018,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-99.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-99.html
2017.12.9収穫祭・上映会のお知らせ,2017-12-03T00:00:00+00:00,2017,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-98.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-98.html
１１．１９　砂川の大地からとどけ　平和の声２０１７　,2017-10-15T00:00:00+00:00,2017,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-96.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-96.html
１１．１９　砂川の大地からとどけ　平和の声２０１７　ご賛同のお願い,2017-10-15T00:00:00+00:00,2017,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-97.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-97.html
砂川闘争の現地をあるく２０１７　ーデニス・バンクスさんについてー,2017-08-30T00:00:00+00:00,2017,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-93.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-93.html
武蔵野の大地を、今に思う,2017-08-30T00:00:00+00:00,2017,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-94.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-94.html
「砂川平和ひろば耐震補強改装工事」費用 カンパにご協力下さい！,2017-08-30T00:00:00+00:00,2017,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-95.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-95.html
憲法施行７０年にあたって,2017-05-03T00:00:00+00:00,2017,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-90.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-90.html
５月の予定,2017-05-03T00:00:00+00:00,2017,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-91.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-91.html
米軍立川基地全面返還４０周年　砂川闘争の現地を歩く２０１７　５月２１日(日）,2017-04-24T00:00:00+00:00,2017,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-89.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-89.html
ひろば食堂「ふらっと」開催　4月22日(土）,2017-04-21T00:00:00+00:00,2017,ja,community,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-88.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-88.html
仮称「砂川の現地を歩く２０１７」開催のお知らせ,2017-04-05T00:00:00+00:00,2017,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-87.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-87.html
臨時休館のお知らせ,2017-03-31T00:00:00+00:00,2017,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-86.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-86.html
臨時休館,2017-03-25T00:00:00+00:00,2017,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-85.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-85.html
198０年前後砂川：８ミリフィルムDVD化上映会　,2017-02-25T00:00:00+00:00,2017,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-84.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-84.html
２０１７年　迎春,2017-01-10T00:00:00+00:00,2017,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-82.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-82.html
砂川平和ひろば開き,2017-01-10T00:00:00+00:00,2017,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-83.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-83.html
１１．１３　砂川の大地から　とどけ平和の声 　上映会・現地集会ご協力御礼,2016-12-04T00:00:00+00:00,2016,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-79.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-79.html
１１．１３　砂川の大地から　とどけ平和の声　 沖縄からのメッセージ,2016-12-04T00:00:00+00:00,2016,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-80.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-80.html
１２．１０　収穫祭,2016-12-04T00:00:00+00:00,2016,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-81.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-81.html
砂川の大地から　とどけ平和の声,2016-09-12T00:00:00+00:00,2016,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-78.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-78.html
都知事選について,2016-07-27T00:00:00+00:00,2016,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-77.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-77.html
４月の予定,2016-04-05T00:00:00+00:00,2016,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-75.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-75.html
４．１７「砂川闘争の現地を歩く」開催,2016-04-05T00:00:00+00:00,2016,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-76.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-76.html
３月の予定,2016-02-20T00:00:00+00:00,2016,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-73.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-73.html
2016年　砂川平和ひろば開き,2016-01-31T00:00:00+00:00,2016,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-72.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-72.html
2016年を迎えて,2016-01-06T00:00:00+00:00,2016,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-69.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-69.html
2016年砂川平和ひろば開き,2016-01-06T00:00:00+00:00,2016,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-70.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-70.html
1月・2月の予定,2016-01-06T00:00:00+00:00,2016,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-71.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-71.html
１２月の予定,2015-12-18T00:00:00+00:00,2015,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-68.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-68.html
10.11「砂川の大地から、とどけ平和の声　砂川闘争60周年現地集会」集会アピール,2015-11-03T00:00:00+00:00,2015,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-67.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-67.html
砂川闘争６０周年現地集会メッセージ　　弁護士　新井　章,2015-11-02T00:00:00+00:00,2015,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-66.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-66.html
10.11砂川の大地から、とどけ平和の声　砂川闘争60周年現地集会　,2015-10-31T00:00:00+00:00,2015,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-64.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-64.html
10.11「砂川の大地から、とどけ平和の声　砂川闘争60周年現地集会」メッセージ　桜井国俊先生,2015-10-31T00:00:00+00:00,2015,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-65.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-65.html
開館予定,2015-10-30T00:00:00+00:00,2015,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-63.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-63.html
砂川の大地から、とどけ平和の声　砂川闘争６０周年現地集会,2015-10-11T00:00:00+00:00,2015,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-62.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-62.html
砂川弁護団　相磯まつ江弁護士　砂川闘争６０周年現地集会に参加！,2015-10-04T00:00:00+00:00,2015,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-61.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-61.html
10.11集会について、東京新聞記事掲載,2015-09-30T00:00:00+00:00,2015,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-60.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-60.html
10.1１　「砂川闘争60周年現地集会」Facebook開設！,2015-09-26T00:00:00+00:00,2015,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-59.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-59.html
〝砂川の大地から、とどけ平和の声〟砂川闘争６０周年現地集会,2015-09-20T00:00:00+00:00,2015,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-58.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-58.html
御賛同のお願い,2015-08-13T00:00:00+00:00,2015,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-57.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-57.html
砂川闘争60周年現地集会のお知らせ,2015-08-11T00:00:00+00:00,2015,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-54.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-54.html
8月の予定,2015-08-04T00:00:00+00:00,2015,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-53.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-53.html
沖縄訪問　―沖縄と砂川の新たな連帯―,2015-07-21T00:00:00+00:00,2015,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-50.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-50.html
砂川闘争60周年に向けて,2015-07-21T00:00:00+00:00,2015,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-51.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-51.html
7月の予定,2015-07-21T00:00:00+00:00,2015,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-52.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-52.html
6月の予定,2015-06-02T00:00:00+00:00,2015,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-49.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-49.html
5月の予定,2015-05-09T00:00:00+00:00,2015,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-48.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-48.html
砂川闘争60年・敗戦70年 砂川からのアピール,2015-05-02T00:00:00+00:00,2015,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-46.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-46.html
砂川闘争６０年・敗戦７０年砂川からのアピール　シリーズ１,2015-05-02T00:00:00+00:00,2015,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-47.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-47.html
５．３憲法記念日　平和を考える集い　,2014-05-02T00:00:00+00:00,2014,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-44.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-44.html
2014年を迎えて,2014-01-23T00:00:00+00:00,2014,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-42.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-42.html
2014年砂川平和ひろば開き,2014-01-23T00:00:00+00:00,2014,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-43.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-43.html
23回砂川秋まつり　同時開催　映画上映,2013-10-22T00:00:00+00:00,2013,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-41.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-41.html
６月の予定,2013-05-28T00:00:00+00:00,2013,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-39.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-39.html
5.3憲法記念日によせて,2013-05-05T00:00:00+00:00,2013,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-38.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-38.html
５．３憲法記念日　平和を考える集い,2013-04-25T00:00:00+00:00,2013,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-37.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-37.html
臨時休館のお知らせ,2013-02-13T00:00:00+00:00,2013,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-36.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-36.html
臨時休館のお知らせ,2013-02-06T00:00:00+00:00,2013,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-35.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-35.html
2012年を振り返って,2013-01-18T00:00:00+00:00,2013,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-33.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-33.html
砂川平和ひろば開き,2013-01-18T00:00:00+00:00,2013,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-34.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-34.html
収穫祭開催,2012-12-01T00:00:00+00:00,2012,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-28.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-28.html
臨時休館のお知らせ,2012-04-03T00:00:00+00:00,2012,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-26.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-26.html
４．７砂川闘争現地フィールドワーク中止のお知らせ,2012-04-03T00:00:00+00:00,2012,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-27.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-27.html
臨時休館のお知らせ,2012-03-21T00:00:00+00:00,2012,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-23.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-23.html
４月の予定,2012-03-21T00:00:00+00:00,2012,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-24.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-24.html
４．７砂川闘争現地フィールドワーク,2012-03-21T00:00:00+00:00,2012,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-25.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-25.html
3.10平和を考える集い“福島原発事故1周年”,2012-03-07T00:00:00+00:00,2012,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-22.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-22.html
臨時休館のお知らせ,2012-02-29T00:00:00+00:00,2012,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-18.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-18.html
３月の予定,2012-02-29T00:00:00+00:00,2012,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-19.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-19.html
２．２６平和を考える集い　｢原発を考える」,2012-02-22T00:00:00+00:00,2012,ja,gathering,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-17.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-17.html
2月の予定,2012-01-07T00:00:00+00:00,2012,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-10.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-10.html
２０１１年を振り返って,2012-01-07T00:00:00+00:00,2012,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-11.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-11.html
砂川平和ひろば周辺地図,2012-01-07T00:00:00+00:00,2012,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-12.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-12.html
２０１２年を迎えて,2012-01-07T00:00:00+00:00,2012,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-14.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-14.html
砂川平和ひろばについて　　主宰者　福島京子,2012-01-07T00:00:00+00:00,2012,ja,guide,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-6.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-6.html
「砂川平和ひろば」2012年今後の予定（現在考案中の予定です。変更あり）,2012-01-07T00:00:00+00:00,2012,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-8.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-8.html
１月の予定,2012-01-07T00:00:00+00:00,2012,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-9.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-9.html
｢砂川平和ひろば｣の建物について,2012-01-02T00:00:00+00:00,2012,ja,guide,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-7.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-7.html
平和の礎,2012-01-01T00:00:00+00:00,2012,ja,record,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-15.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-15.html
所在地・連絡先,2011-12-29T00:00:00+00:00,2011,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-5.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-5.html
Contact,2011-01-01T00:00:00+00:00,2011,ja,notice,FC2,https://sunagawa-heiwa-archive.github.io/articles/fc2-4.html,https://sunagawaheiwa.blog.fc2.com/blog-entry-4.html
